18	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	20	nsubj	_	@yad1986m-words#@yad1986m#2346.739#2347.066
19	просто	просто	PART	_	_	20	advmod	_	@yad1986m-words#@yad1986m#2347.066#2347.393
20	озвучил	озвучить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	11	conj	_	@yad1986m-words#@yad1986m#2347.393#2347.72
21	мои	мой	DET	_	Case=Nom|Number=Plur	22	det	_	@yad1986m-words#@yad1986m#2347.72#2348.047
22	мысли	мысль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	41	nsubj	_	@yad1986m-words#@yad1986m#2348.047#2348.374
23	/	/	PUNCT	_	_	22	punct	_	@yad1986m-words#@yad1986m#2348.374#2348.701
24	так	так	ADV	_	Degree=Pos	41	advmod	_	@yad1986m-words#@yad1986m#2348.701#2349.028
25	/	/	PUNCT	_	_	29	punct	_	@yad1986m-words#@yad1986m#2349.028#2349.355
26	и	и	PART	_	_	29	cc	_	@yad1986m-words#@yad1986m#2349.355#2349.682
27	не	не	PART	_	_	29	advmod	_	@yad1986m-words#@yad1986m#2349.682#2350.009
28	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	29	aux:pass	_	@yad1986m-words#@yad1986m#2350.009#2350.336
29	задан	задать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	24	conj	_	@yad1986m-words#@yad1986m#2350.336#2350.663
30	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	29	nsubj:pass	_	@yad1986m-words#@yad1986m#2350.663#2350.99
31	/	/	PUNCT	_	_	32	punct	_	@yad1986m-words#@yad1986m#2350.99#2351.317
32	аа	ааа	INTJ	_	_	30	nmod	_	@yad1986m-words#@yad1986m#2351.317#2351.644
33	/	/	PUNCT	_	_	35	punct	_	@yad1986m-words#@yad1986m#2351.644#2351.971
34	сколько	сколько	NUM	_	_	35	nummod:gov	_	@yad1986m-words#@yad1986m#2351.971#2352.298
35	дней	день	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	32	nmod	_	@yad1986m-words#@yad1986m#2352.298#2352.625
36	/	/	PUNCT	_	_	39	punct	_	@yad1986m-words#@yad1986m#2352.625#2352.952
37	после	после	ADP	_	_	39	case	_	@yad1986m-words#@yad1986m#2352.952#2353.279
38	своих	свой	DET	_	Case=Gen|Number=Plur	39	det	_	@yad1986m-words#@yad1986m#2353.279#2353.606
39	стендапов	стендап	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	35	nmod	_	@yad1986m-words#@yad1986m#2353.606#2353.933
40	Сабурову	Сабуров	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	39	iobj	_	@yad1986m-words#@yad1986m#2353.933#2354.26
41	приходится	приходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	20	advcl	_	@yad1986m-words#@yad1986m#2354.26# 2354.587
42	спать	спать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	41	xcomp	_	@yad1986m-words#@yad1986m#2354.587#2354.914
43	на	на	ADP	_	_	44	case	_	@yad1986m-words#@yad1986m#2354.914#2355.241
44	диване	диван	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	42	obl	_	@yad1986m-words#@yad1986m#2355.241#2355.59
45	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	42	obj	_	@yad1986m-words#@yad1986m#2358.81#2359.283
46	жестко	жестко	ADV	_	Degree=Pos	50	advmod	_	@yad1986m-words#@yad1986m#2359.283#2359.756
47	/	/	PUNCTl	_	_	48	punct	_	@yad1986m-words#@yad1986m#2359.756#2360.229
48	фигачишь	фигачить	VERB	_	Aspect=Imp|Mumber=Sing|Person=2|Tense=Pres|VerbFom=Fin|Voice=Act	46	parataxis	_	@yad1986m-words#@yad1986m#2360.229#2360.702
49	/	/	PUNCT	_	_	48	punct	_	@yad1986m-words#@yad1986m#2360.702#2361.175
50	свою	свой	DET	_	Case=Acc|Gender=Fem|Number=Sing	45	det	_	@yad1986m-words#@yad1986m#2361.175#2361.648
51	/	/	PUNCT	_	_	52	punct	_	@yad1986m-words#@yad1986m#2361.648#2362.121
52	жену	жена	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	45	appos	_	@yad1986m-words#@yad1986m#2362.121#2362.6
53	у	у	ADP	_	_	54	case	_	@yad1986m-words#@yad1986m#2363.08#2363.388
54	Нурлана	Нурлан	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	52	nmod	_	@yad1986m-words#@yad1986m#2363.388#2363.696
55	кстати	кстати	ADV	_	Degree=Pos	59	advmod	_	@yad1986m-words#@yad1986m#2363.696#2364.004
56	красотка	красотка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	59	nsubj	_	@yad1986m-words#@yad1986m#2364.004#2364.312
57	жена	жена	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	56	nmod	_	@yad1986m-words#@yad1986m#2364.312#2364.62
58	/	/	PUNCT	_	_	57	punct	_	@yad1986m-words#@yad1986m#2364.62#2364.928
59	можете	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	41	parataxis	_	@yad1986m-words#@yad1986m#2364.928#2365.236
60	посмотреть	смотреть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	59	xcomp	_	@yad1986m-words#@yad1986m#2365.236#2365.544
61	на	на	ADP	_	_	65	case	_	@yad1986m-words#@yad1986m#2365.544#2365.852
62	вот	вот	PART	_	_	63	advmod	_	@yad1986m-words#@yad1986m#2365.852#2366.16
63	эти	этот	DET	_	Case=Acc|Number=Plur	65	det	_	@yad1986m-words#@yad1986m#2366.16#2366.468
64	все	весь	DET	_	Case=Acc|Number=Plur	65	det	_	@yad1986m-words#@yad1986m#2366.468#2366.776
65	фотографии	фотография	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	60	obl	_	@yad1986m-words#@yad1986m#2366.776#2367.09
66	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	69	nsubj	_	@yad1986m-words#@yad1986m#2367.3#2367.645
67	просто	просто	PART	_	_	68	advmod	_	@yad1986m-words#@yad1986m#2367.645#2367.99
68	жестко	жестко	ADV	_	Degree=Pos	69	advmod	_	@yad1986m-words#@yad1986m#2367.99#2368.335
69	фигачишь	фигачить	VERB	_	Aspect=Imp|Mumber=Sing|Person=2|Tense=Pres|VerbFom=Fin|Voice=Act	4	conj	_	@yad1986m-words#@yad1986m#2368.335#2368.68
70	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	69	obj	_	@yad1986m-words#@yad1986m#2368.68#2369.025
71	/	/	PUNCT	_	_	73	punct	_	@yad1986m-words#@yad1986m#2369.025#2369.37
72	про	про	ADP	_	_	73	case	_	@yad1986m-words#@yad1986m#2369.37#2369.715
73	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	70	acl	_	@yad1986m-words#@yad1986m#2369.715#2370.06
74	что	что	PRON	_	Case=Acc	76	obj	_	@yad1986m-words#@yad1986m#2370.06#2370.405
75	ей	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	76	iobj	_	@yad1986m-words#@yad1986m#2370.405#2370.75
76	делали	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	60	xcomp	_	@yad1986m-words#@yad1986m#2370.75#2371.095
77	пересадку	пересадка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	76	obj	_	@yad1986m-words#@yad1986m#2371.095#2371.44
78	мозга	мозг	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	77	nmod	_	@yad1986m-words#@yad1986m#2371.44#2371.785
79	/	/	PUNCT	_	_	76	punct	_	@yad1986m-words#@yad1986m#2371.785#2372.13
80	про	про	ADP	_	_	81	case	_	@yad1986m-words#@yad1986m#2372.13#2372.475
81	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	76	obl	_	@yad1986m-words#@yad1986m#2372.475#2372.82
82	что	что	SCONJ	_	_	81	fixed	_	@yad1986m-words#@yad1986m#2372.82#2373.165
83	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	84	nsubj	_	@yad1986m-words#@yad1986m#2373.165#2373.51
84	недалекая	недалекий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	81	acl	_	@yad1986m-words#@yad1986m#2373.51#2373.855
85	/	/	PUNCT	_	_	84	punct	_	@yad1986m-words#@yad1986m#2373.855#2374.2
86	совершенно	совершенно	ADV	_	Degree=Pos	87	obl	_	@yad1986m-words#@yad1986m#2374.2#2374.545
87	чудовищные	чудовищный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	100	nsubj	_	@yad1986m-words#@yad1986m#2374.545#2374.89
88	если	если	SCONJ	_	_	91	mark	_	@yad1986m-words#@yad1986m#2374.89#2375.235
89	бы	бы	AUX	_	_	91	aux	_	@yad1986m-words#@yad1986m#2375.235#2375.58
90	феминистки	феминистка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	91	nsubj	_	@yad1986m-words#@yad1986m#2375.58#2375.925
91	смотрели	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	100	advcl	_	@yad1986m-words#@yad1986m#2375.925#2376.27
92	твои	твой	DET	_	Case=Acc|Number=Plur	93	det	_	@yad1986m-words#@yad1986m#2376.27#2376.615
93	стендапы	стендап	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	91	obj	_	@yad1986m-words#@yad1986m#2376.615#2376.96
94	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	97	nsubj	_	@yad1986m-words#@yad1986m#2376.96#2377.305
95	бы	бы	AUX	_	_	97	aux	_	@yad1986m-words#@yad1986m#2377.305#2377.65
96	просто	просто	PART	_	_	97	advmod	_	@yad1986m-words#@yad1986m#2377.65#2377.995
97	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	91	obj	_	@yad1986m-words#@yad1986m#2377.995#2378.34
98	из	из	ADP	_	_	99	case	_	@yad1986m-words#@yad1986m#2378.34#2378.685
99	говномета	говномет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	91	obl	_	@yad1986m-words#@yad1986m#2378.685#2379.03
100	расстреляли	расстрелять	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Ac	84	conj	_	@yad1986m-words#@yad1986m#2379.03# 2379.375
101	бы	бы	AUX	_	_	100	aux	_	@yad1986m-words#@yad1986m#2379.375#2379.72
102	/	/	PUNCT	_	_	105	punct	_	@yad1986m-words#@yad1986m#2379.72#2380.065
103	за	за	ADP	_	_	105	case	_	@yad1986m-words#@yad1986m#2380.065#2380.41
104	мм	ммм	INTJ	_	_	105	amod	_	@yad1986m-words#@yad1986m#2380.41#2380.755
105	панч	панч	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	111	obl	_	@yad1986m-words#@yad1986m#2380.755#2381.1
106	/	/	PUNCT	_	_	111	punct	_	@yad1986m-words#@yad1986m#2381.1#2381.445
107	про	про	ADP	_	_	111	parataxis	_	@yad1986m-words#@yad1986m#2381.445#2381.79
108	/	/	PUNCT	_	_	107	punct	_	@yad1986m-words#@yad1986m#2381.79#2382.135
109	как-то	как-то	ADV	_	_	111	advmod	_	@yad1986m-words#@yad1986m#2382.135#2382.48
110	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	111	nsubj	_	@yad1986m-words#@yad1986m#2382.48#2382.825
111	подошла	подойти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	100	parataxis	_	@yad1986m-words#@yad1986m#2382.825#2383.17
112	ко	к	ADP	_	_	113	case	_	@yad1986m-words#@yad1986m#2383.17#2383.515
113	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	111	obl	_	@yad1986m-words#@yad1986m#2383.515#2383.86
114	и	и	PART	_	_	115	cc	_	@yad1986m-words#@yad1986m#2383.86#2384.205
115	спросила	спросить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	111	conj	_	@yad1986m-words#@yad1986m#2384.205#2384.55
116	/	/	PUNCT	_	_	119	punct	_	@yad1986m-words#@yad1986m#2384.55#2384.895
117	сколько	сколько	NUM	_	_	119	advmod	_	@yad1986m-words#@yad1986m#2384.895#2385.24
118	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	119	nsubj	_	@yad1986m-words#@yad1986m#2385.24# 2385.585
119	зарабатываем	зарабатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	115	ccomp	_	@yad1986m-words#@yad1986m#2385.585#2385.94
120	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	121	nsubj	_	@yad1986m-words#@yad1986m#2386.8# 2387.165
121	зарабатываем	зарабатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	119	ccomp	_	@yad1986m-words#@yad1986m#2387.165#2387.53
122	?	?	PUNCT	_	_	121	punct	_	@yad1986m-words#@yad1986m#2387.53# 2387.895
123	/	/	PUNCT	_	_	133	punct	_	@yad1986m-words#@yad1986m#2387.895#2388.26
124	вот	вот	PART	_	_	126	advmod	_	@yad1986m-words#@yad1986m#2388.26# 2388.625
125	за	за	ADP	_	_	126	case	_	@yad1986m-words#@yad1986m#2388.625#2388.99
126	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	133	obl	_	@yad1986m-words#@yad1986m#2388.99# 2389.355
127	просто	просто	PART	_	_	128	advmod	_	@yad1986m-words#@yad1986m#2389.355#2389.72
128	з...	эээ	INTJ	_	_	133	iobj	_	@yad1986m-words#@yad1986m#2389.72# 2390.085
129	даже	даже	PART	_	_	130	advmod	_	@yad1986m-words#@yad1986m#2390.085#2390.45
130	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	133	nsubj:pass	_	@yad1986m-words#@yad1986m#2390.45
131	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	133	obl	_	@yad1986m-words#@yad1986m#2390.815#2391.18
132	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	133	aux:pass	_	@yad1986m-words#@yad1986m#2391.18
133	возмущен	возмутить	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	134	parataxis	_	@yad1986m-words#@yad1986m#2391.545#2391.91
134	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	121	conj	_	@yad1986m-words#@yad1986m#2391.91
135	/	/	PUNCT	_	_	137	punct	_	@yad1986m-words#@yad1986m#2392.275#2392.64
136	когда	когда	SCONJ	_	_	137	mark	_	@yad1986m-words#@yad1986m#2392.64
137	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	134	advcl	_	@yad1986m-words#@yad1986m#2393.005#2393.38
138	как	как	ADV	_	Degree=Pos	139	advmod	_	@yad1986m-words#@yad1986m#2394.11
139	реагирует	реагировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	149	parataxis	_	@yad1986m-words#@yad1986m#2394.568#2395.026
140	/	/	PUNCT	_	_	142	punct	_	@yad1986m-words#@yad1986m#2395.026#2395.484
141	прекрасная	прекрасный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	142	amod	_	@yad1986m-words#@yad1986m#2395.484#2395.942
142	Диана	Диана	PROPN	_	Animacy=Anim|Case=Fem|Gender=Masc|Number=Sing	139	obl	_	@yad1986m-words#@yad1986m#2395.942#2396.4
143	?	?	PUNCT	_	_	139	punct	_	@yad1986m-words#@yad1986m#2396.4
144	аа	а	CCONJ	_	_	149	nsubj	_	@yad1986m-words#@yad1986m#2421.55
145	как	как	ADV	_	_	147	mark	_	@yad1986m-words#@yad1986m#2569.95
146	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	147	nsubj	_	@yad1986m-words#@yad1986m#2570.179#2570.408
147	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	149	advcl	_	@yad1986m-words#@yad1986m#2570.408#2570.637
148	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	149	obj	_	@yad1986m-words#@yad1986m#2570.637#2570.866
149	заводит	заводить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	137	conj	_	@yad1986m-words#@yad1986m#2570.866#2571.095
150	что	что	SCONJ	_	_	152	mark	_	@yad1986m-words#@yad1986m#2571.095#2571.324
151	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	152	nsubj	_	@yad1986m-words#@yad1986m#2571.324#2571.553
152	издеваешься	издеваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	149	advcl	_	@yad1986m-words#@yad1986m#2571.553#2571.782
153	над	над	ADP	_	_	154	case	_	@yad1986m-words#@yad1986m#2571.782#2572.011
154	ней	она	PRON	_	Case=Ins|Gender=Fem|Number=Sing|Person=3	152	obl	_	@yad1986m-words#@yad1986m#2572.011#2572.24
155	так	так	ADV	_	Degree=Pos	152	conj	_	@yad1986m-words#@yad1986m#2572.24
156	?	?	PUNCT	_	_	155	punct	_	@yad1986m-words#@yad1986m#2572.469#2572.7
157	тесть	тесть	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	155	nsubj	_	@yad1986m-words#@yad1986m#2614.04
158	и	и	CCONJ	_	_	159	cc	_	@yad1986m-words#@yad1986m#2614.328#2614.616
159	тёща	тёще	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	157	conj	_	@yad1986m-words#@yad1986m#2614.616#2614.904
160	/	/	PUNCT	_	_	163	punct	_	@yad1986m-words#@yad1986m#2614.904#2615.192
161	как	как	ADV	_	_	163	mark	_	@yad1986m-words#@yad1986m#2615.192#2615.48
162	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	163	nsubj	_	@yad1986m-words#@yad1986m#2615.48
163	относятся	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	159	acl	_	@yad1986m-words#@yad1986m#2615.768#2616.056
164	к	к	ADP	_	_	165	case	_	@yad1986m-words#@yad1986m#2616.056#2616.344
165	этому	это	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	163	obl	_	@yad1986m-words#@yad1986m#2616.344#2616.632
166	?	?	PUNCT	_	_	163	punct	_	@yad1986m-words#@yad1986m#2616.632#2616.92
167	обычно	обычно	ADV	_	Degree=Pos	163	advmod	_	@yad1986m-words#@yad1986m#2622.49
168	/	/	PUNCT	_	_	172	punct	_	@yad1986m-words#@yad1986m#2622.823#2623.156
стебфть	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	172	nsubj	_	@yad1986m-words#@yad1986m#2623.156#2623.489
170	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	172	obj	_	@yad1986m-words#@yad1986m#2623.489#2623.822
171	жёстко	жёстко	ADV	_	Degree=Pos	172	advmod	_	@yad1986m-words#@yad1986m#2623.822#2624.155
172	стебёшь	стебёть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	163	parataxis	_	@yad1986m-words#@yad1986m#2624.155#2624.488
173	а	а	CCONJ	_	_	174	cc	_	@yad1986m-words#@yad1986m#2624.488#2624.821
174	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	172	conj	_	@yad1986m-words#@yad1986m#2624.821#2625.154
175	щас	сейчас	ADV	_	_	174	xcomp	_	@yad1986m-words#@yad1986m#2625.154#2625.487
176	что-нибудь	что-нибудь	PRON	_	Case=Acc	194	obj	_	@yad1986m-words#@yad1986m#2625.487#2625.82
177	про	про	ADP	_	_	178	case	_	@yad1986m-words#@yad1986m#2625.82
178	неё	она	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	194	obl	_	@yad1986m-words#@yad1986m#2626.153#2626.486
179	/	/	PUNCT	_	_	180	punct	_	@yad1986m-words#@yad1986m#2626.486#2626.819
180	аа	а	INTJ	_	_	194	nsubj	_	@yad1986m-words#@yad1986m#2626.819#2627.152
181	/	/	PUNCT	_	_	184	punct	_	@yad1986m-words#@yad1986m#2627.152#2627.485
182	серьёзное	серьезный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	184	amod	_	@yad1986m-words#@yad1986m#2627.485#2627.818
183	и	и	CCONJ	_	_	184	cc	_	@yad1986m-words#@yad1986m#2627.818#2628.151
184	настоящее	настоящий	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	180	nmod	_	@yad1986m-words#@yad1986m#2628.151#2628.5
185	#усмешка#	#усмешка#	X	_	_	184	nmod	_	@nas1991m-words#@nas1991m#2355.77
186	ни	ни	PART	_	_	187	advmod	_	@nas1991m-words#@nas1991m#2356.446#2357.122
187	одного	один	NUM	_	Case=Gen|Gender=Masc	188	nummod	_	@nas1991m-words#@nas1991m#2357.122#2357.8
188	она	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing	184	nmod	_	@nas1991m-words#@nas1991m#2396.9
189	ааа	ааа	INTJ	_	_	188	nmod	_	@nas1991m-words#@nas1991m#2398.53
190	/	/	PUNCT	_	_	184	punct	_	@nas1991m-words#@nas1991m#2398.926#2399.322
191	прекрасно	прекрасно	ADV	_	Degree=Pos	194	advmod	_	@nas1991m-words#@nas1991m#2399.322#2399.718
192	к	к	ADP	_	_	193	case	_	@nas1991m-words#@nas1991m#2399.718#2400.114
193	этому	это	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	194	obl	_	@nas1991m-words#@nas1991m#2400.114#2400.51
194	относится	относиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	175	xcomp	_	@nas1991m-words#@nas1991m#2400.51
195	более	более	ADV	_	Degree=Cmp	196	nummod:gov	_	@nas1991m-words#@nas1991m#2401.29
196	того	тот	DET	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	198	obl	_	@nas1991m-words#@nas1991m#2401.64
197	сама	сам	DET	_	Case=Nom|Gender=Fem|Number=Sing	198	obl	_	@nas1991m-words#@nas1991m#2401.99
198	похихикивает	похихикивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	200	conj	_	@nas1991m-words#@nas1991m#2402.81
199	/	/	PUNCT	_	_	200	punct	_	@nas1991m-words#@nas1991m#2403.25
200	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	194	parataxis	_	@nas1991m-words#@nas1991m#2403.69
201	на	на	ADP	_	_	204	case	_	@nas1991m-words#@nas1991m#2404.13
202	мои	мой	DET	_	Case=Acc|Number=Plur	204	det	_	@nas1991m-words#@nas1991m#2404.57
203	проверочные	проверочный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	204	amod	_	@nas1991m-words#@nas1991m#2405.01
204	концерты	концерт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	200	obl	_	@nas1991m-words#@nas1991m#2405.45
205	проверочные	проверочный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	206	amod	_	@nas1991m-words#@nas1991m#2405.89
206	выступления	выступление	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	200	obj	_	@nas1991m-words#@nas1991m#2406.33
207	/	/	PUNCT	_	_	212	punct	_	@nas1991m-words#@nas1991m#2406.77
208	первая	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	209	amod	_	@nas1991m-words#@nas1991m#2407.21
209	эт...	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	212	nsubj	_	@nas1991m-words#@nas1991m#2407.65
210	об	о	ADP	_	_	211	case	_	@nas1991m-words#@nas1991m#2408.09
211	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	212	obl	_	@nas1991m-words#@nas1991m#2408.53
